"","INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","INSTURL","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","OPEID","SAT_AVG","SATMTMID","SATVRMID","SATWRMID","PCT_WHITE","PCT_BLACK","PCT_ASIAN","PCT_HISPANIC"
"1799","Cosmetology Careers Unlimited College of Hair Skin and Nails","Hibbing","MN","47.419562","-92.922728","NULL","NULL","NULL","NULL","www.ccucollege.net","NULL","NULL","NULL",2159800,"NULL","NULL","NULL","NULL","96.5299987792969","0.2199999988079","0.30000001192092","0.52999997138977"
"1800","Hibbing Community College","Hibbing","MN","47.422361","-92.921698","NULL","NULL","NULL","NULL","www.hibbing.edu","NULL","5262","6433",235500,"NULL","NULL","NULL","NULL","91.6699981689453","3.9300000667572","0.54000002145767","1.5"
"1801","Aveda Institute-Minneapolis","Minneapolis","MN","44.987863","-93.253713","NULL","NULL","NULL","NULL","aveda.edu/minneapolis","NULL","NULL","NULL",2123200,"NULL","NULL","NULL","NULL","89.0299987792968","3.71000003814697","2.79999995231628","3.14000010490417"
"1802","Inver Hills Community College","Inver Grove Heights","MN","44.828599","-93.055255","NULL","NULL","NULL","NULL","https://www.inverhills.edu","NULL","5285","5285",974000,"NULL","NULL","NULL","NULL","88.0199966430664","3.60999989509582","3.78999996185302","4.15000009536743"
"1803","Itasca Community College","Grand Rapids","MN","47.241919","-93.49555","NULL","NULL","NULL","NULL","www.itascacc.edu/","NULL","5277","6448",235600,"NULL","NULL","NULL","NULL","92.6500015258789","1.3400000333786","0.47999998927116","1.00999999046325"
"1804","The Art Institutes International-Minnesota","Minneapolis","MN","44.975884","-93.276527","NULL","NULL","NULL","NULL","www.artinstitutes.edu/minneapolis","NULL","NULL","NULL",1024800,"NULL","NULL","NULL","NULL","85.9199981689453","5.65999984741211","3.50999999046325","3.71000003814697"
"1805","Luther Seminary","Saint Paul","MN","44.984629","-93.196422","NULL","NULL","NULL","NULL","https://www.luthersem.edu","NULL","NULL","NULL",235700,"NULL","NULL","NULL","NULL","89.0400009155273","2.67000007629394","3.21000003814697","5.90000009536743"
"1806","Macalester College","Saint Paul","MN","44.938565","-93.168053","31","33","30","NULL","www.macalester.edu","0.371","50639","50639",235800,"1378","690","685","NULL","83.5800018310547","6.23000001907348","4.09000015258789","6.01999998092651"
"1807","South Central College","North Mankato","MN","44.174319","-94.047428","NULL","NULL","NULL","NULL","www.southcentral.edu","NULL","5369","5369",553700,"NULL","NULL","NULL","NULL","95.0199966430664","1.05999994277954","1.11000001430511","3.36999988555908"
"1808","Minnesota State University-Mankato","Mankato","MN","44.146712","-93.99945","22","22","21","NULL","www.mnsu.edu","0.6249","7858","15602",236000,"1029","536","461","NULL","92.9599990844726","2.06999993324279","1.91999995708465","2.85999989509582"
"1809","Mayo Clinic School of Medicine","Rochester","MN","44.02215","-92.466428","NULL","NULL","NULL","NULL","www.mayo.edu/mayo-clinic-school-of-medicine","NULL","NULL","NULL",1173200,"NULL","NULL","NULL","NULL","90.120002746582","4.17000007629394","2.63000011444091","3.01999998092651"
"1810","Mayo Clinic School of Health Sciences","Rochester","MN","44.022784","-92.466656","NULL","NULL","NULL","NULL","www.mayo.edu/mshs/","NULL","NULL","NULL",1173201,"NULL","NULL","NULL","NULL","90.120002746582","4.17000007629394","2.63000011444091","3.01999998092651"
"1811","Argosy University-Twin Cities","Eagan","MN","44.837291","-93.173867","NULL","NULL","NULL","NULL","www.argosy.edu/twincities/","NULL","13152","13152",2179901,"NULL","NULL","NULL","NULL","75.0100021362304","9.25","5.90000009536743","12.4799995422363"
"1812","Mesabi Range College","Virginia","MN","47.524561","-92.549092","NULL","NULL","NULL","NULL","www.mesabirange.edu","NULL","5263","6434",400900,"NULL","NULL","NULL","NULL","93.8600006103515","2.60999989509582","0.58999997377395","1.11000001430511"
"1813","Metropolitan State University","Saint Paul","MN","44.957256","-93.074361","NULL","NULL","NULL","NULL","www.metrostate.edu","1","7566","14394",1037400,"NULL","NULL","NULL","NULL","81.120002746582","7.46000003814697","5.71999979019165","4.5"
"1814","University of Minnesota-Twin Cities","Minneapolis","MN","44.972851","-93.235464","29","29","28","NULL","https://twin-cities.umn.edu","0.4441","14142","23806",396900,"1288","685","630","NULL","87.9499969482422","4.42999982833862","3.44000005722045","3.25"
"1815","University of Minnesota-Crookston","Crookston","MN","47.802536","-96.606188","22","21","22","NULL","https://www.crk.umn.edu/","0.6817","11700","11700",406900,"1026","510","440","NULL","91.7099990844726","2.32999992370605","1.11000001430511","4.15999984741211"
"1816","Minneapolis Business College","Roseville","MN","45.006831","-93.173041","NULL","NULL","NULL","NULL","minneapolisbusinesscollege.edu","NULL","14720","14720",464500,"NULL","NULL","NULL","NULL","85.8499984741211","5.11999988555908","4.65999984741211","3.36999988555908"
"1817","Minneapolis College of Art and Design","Minneapolis","MN","44.956988","-93.274705","23","24","21","NULL","MCAD.EDU","0.6525","36548","36548",236500,"1069","495","570","NULL","87.2799987792968","4.84999990463256","2.84999990463256","4.86999988555908"
"1818","Minneapolis Community and Technical College","Minneapolis","MN","44.972679","-93.284507","NULL","NULL","NULL","NULL","www.minneapolis.edu","NULL","5349","5349",236200,"NULL","NULL","NULL","NULL","73.4800033569336","12.7399997711181","5.65000009536743","5.94000005722045"
"1819","Herzing University-Minneapolis","Minneapolis","MN","45.056259","-93.366502","NULL","NULL","NULL","NULL","www.herzing.edu","1","13390","13390",962108,"NULL","NULL","NULL","NULL","83.3199996948242","7.42999982833862","4.42999982833862","3.42000007629394"
"1820","Minnesota School of Cosmetology-Woodbury Campus","WOODBURY","MN","44.924692","-92.973998","NULL","NULL","NULL","NULL","www.msccollege.edu","NULL","NULL","NULL",2238100,"NULL","NULL","NULL","NULL","83.3300018310547","6.01999998092651","5.71999979019165","4.03999996185302"
"1821","University of Minnesota-Duluth","Duluth","MN","46.817126","-92.084385","24","23","25","NULL","www.d.umn.edu/","0.7655","13139","17485",238800,"1110","560","530","NULL","92.9499969482422","1.74000000953674","1.87000000476837","1.85000002384185"
"1822","University of Minnesota-Morris","Morris","MN","45.589829","-95.901756","25","25","25","NULL","www4.morris.umn.edu/","0.5806","12846","14846",238900,"1145","610","535","NULL","89.5100021362304","3.28999996185302","2.14000010490417","2.84999990463256"
"1823","Model College of Hair Design","Saint Cloud","MN","45.55773","-94.159447","NULL","NULL","NULL","NULL","www.modelcollegeofhairdesign.com","NULL","NULL","NULL",983100,"NULL","NULL","NULL","NULL","95.3899993896484","0.61000001430511","0.86000001430511","1.50999999046325"
"1824","Minnesota State University Moorhead","Moorhead","MN","46.867153","-96.759532","23","22","22","NULL","www.mnstate.edu/","0.5961","8114","15250",236700,"1049","535","480","NULL","94.3799972534179","1.04999995231628","0.95999997854232","2.01999998092651"
"1825","North Hennepin Community College","Brooklyn Park","MN","45.106937","-93.374536","NULL","NULL","NULL","NULL","www.nhcc.edu","NULL","4367","4367",237000,"NULL","NULL","NULL","NULL","83.1299972534179","7.84000015258789","4.84999990463256","2.58999991416931"
"1826","National American University-Roseville","Roseville","MN","45.009443","-93.162659","NULL","NULL","NULL","NULL","www.national.edu/locations/campuses/roseville/","NULL","14223","14223",405708,"NULL","NULL","NULL","NULL","80.9400024414062","7.96000003814697","2.44000005722045","9.27000045776367"
"1827","Sanford-Brown College-Mendota Heights","Mendota Heights","MN","44.86486","-93.163872","NULL","NULL","NULL","NULL","sanfordbrown.edu/mendota-heights","NULL","NULL","NULL",735100,"NULL","NULL","NULL","NULL","84.6999969482422","6.73999977111816","3.72000002861023","3.94000005722045"
"1828","Normandale Community College","Bloomington","MN","44.829706","-93.331673","NULL","NULL","NULL","NULL","www.normandale.edu","NULL","5730","5730",795400,"NULL","NULL","NULL","NULL","86.9000015258789","4.82999992370605","3.83999991416931","3.50999999046325"
"1829","North Central University","Minneapolis","MN","44.968625","-93.261511","22","21","21","NULL","www.northcentral.edu","0.6608","22240","22240",236900,"1029","499","523","NULL","89.5899963378906","4.17999982833862","1.98000001907348","3.73000001907348"
"1830","Northland Community and Technical College","Thief River Falls","MN","48.124969","-96.162366","NULL","NULL","NULL","NULL","www.northlandcollege.edu","NULL","5484","5484",238500,"NULL","NULL","NULL","NULL","92.6299972534179","1.27999997138977","0.72000002861022","2.57999992370605"
"1831","University of Northwestern-St Paul","Saint Paul","MN","45.033703","-93.167822","24","25","23","NULL","https://www.unwsp.edu","0.8692","29460","29460",237100,"1104","540","555","NULL","90.6900024414062","3.22000002861023","2.50999999046325","2.84999990463256"
"1832","Northwestern Health Sciences University","Bloomington","MN","44.850963","-93.311222","NULL","NULL","NULL","NULL","www.nwhealth.edu","NULL","10396","10396",1232800,"NULL","NULL","NULL","NULL","91.9700012207031","2.41000008583068","2.08999991416931","2.73000001907348"
"1833","Oak Hills Christian College","Bemidji","MN","47.425836","-94.901503","19","19","17","NULL","www.oakhills.edu","0.1636","16980","16980",999200,"874","395","375","NULL","88.5899963378906","1.20000004768371","1.02999997138977","2.67000007629394"
"1834","Pine Technical & Community College","Pine City","MN","45.818667","-92.968283","NULL","NULL","NULL","NULL","www.pine.edu","NULL","4029","7668",553500,"NULL","NULL","NULL","NULL","95.9899978637695","0.68999999761581","0.49000000953674","1.28999996185302"
"1835","Rainy River Community College","International Falls","MN","48.590001","-93.431603","NULL","NULL","NULL","NULL","www.rainyriver.edu","NULL","5277","6447",677500,"NULL","NULL","NULL","NULL","72.6600036621093","21.0400009155273","1.23000001907348","7.23999977111816"
"1836","Rochester Community and Technical College","Rochester","MN","44.014488","-92.42321","NULL","NULL","NULL","NULL","www.rctc.edu/","NULL","5588","5588",237300,"NULL","NULL","NULL","NULL","92.5299987792968","2.25","2.61999988555908","2.46000003814697"
"1837","College of Saint Benedict","Saint Joseph","MN","45.561792","-94.319888","25","25","25","NULL","www.csbsju.edu","0.8774","42271","42271",234100,"1134","495","510","NULL","92.8000030517578","1.97000002861022","2.01999998092651","2.65000009536743"
"1838","St Cloud Technical and Community College","Saint Cloud","MN","45.579065","-94.175841","NULL","NULL","NULL","NULL","www.sctcc.edu","NULL","5295","5295",553400,"NULL","NULL","NULL","NULL","95.6299972534179","0.93999999761581","1.26999998092651","1.5"
"1839","Saint Cloud State University","Saint Cloud","MN","45.553227","-94.152657","21","22","22","NULL","www.stcloudstate.edu","0.8509","7910","15828",237700,"991","565","485","NULL","93.5400009155273","1.75999999046325","1.78999996185302","2.07999992370605"
"1840","Saint Johns University","Collegeville","MN","45.580075","-94.393621","25","24","25","NULL","www.csbsju.edu","0.8778","41732","41732",237900,"1134","525","515","NULL","92.7399978637695","2.22000002861022","2.04999995231628","2.63000011444091"
"1841","Saint Mary's University of Minnesota","Winona","MN","44.044736","-91.695449","23","22","23","NULL","www.smumn.edu","0.7924","32575","32575",238000,"1065","505","500","NULL","87.6800003051757","4.6100001335144","3.03999996185302","4.78999996185302"
"1842","St Olaf College","Northfield","MN","44.461529","-93.182039","29","30","28","NULL","wp.stolaf.edu","0.4476","44180","44180",238200,"1279","635","625","NULL","89.6600036621093","3.28999996185302","2.94000005722045","3.91000008583068"
"1843","Crown College","Saint Bonifacius","MN","44.885393","-93.743019","22","22","21","NULL","www.crown.edu","0.5413","24700","24700",238300,"1006","455","430","NULL","91.2600021362304","3.05999994277954","2.07999992370605","3.19000005722045"
"1844","The College of Saint Scholastica","Duluth","MN","46.816082","-92.106134","24","23","24","NULL","www.css.edu","0.6371","35326","35326",234300,"1086","515","490","NULL","93.0699996948242","1.46000003814697","1.46000003814697","1.74000000953674"
"1845","University of St Thomas","Saint Paul","MN","44.943439","-93.188986","27","26","26","NULL","www.stthomas.edu","0.8266","39594","39594",234500,"1204","590","580","NULL","90.0699996948242","3.35999989509582","2.94000005722045","3"
"1846","Empire Beauty School-Bloomington","Bloomington","MN","44.82746","-93.287367","NULL","NULL","NULL","NULL","www.empire.edu","NULL","NULL","NULL",1260603,"NULL","NULL","NULL","NULL","87.6699981689453","4.28000020980835","3.45000004768371","3.75999999046325"
"1847","St Catherine University","Saint Paul","MN","44.924926","-93.183761","22","22","21","NULL","https://www.stkate.edu","0.9083","36820","36820",234200,"1032","533","545","NULL","85.0299987792968","5.69999980926513","4.34999990463256","3.86999988555908"
"1848","Rasmussen College-Minnesota","St. Cloud","MN","45.548117","-94.206254","NULL","NULL","NULL","NULL","rasmussen.edu","NULL","9360","9360",869400,"NULL","NULL","NULL","NULL","90.8300018310547","3.50999999046325","2.40000009536743","2.77999997138977"
"1849","Saint Paul College","Saint Paul","MN","44.949186","-93.109646","NULL","NULL","NULL","NULL","https://www.saintpaul.edu","NULL","5458","5458",553300,"NULL","NULL","NULL","NULL","73.3300018310547","10.3500003814697","8.96000003814697","5.94999980926513"
"1850","Southwest Minnesota State University","Marshall","MN","44.45373","-95.759548","21","19","21","NULL","www.smsu.edu","0.5419","8347","8347",237500,"967","510","410","NULL","93.0699996948242","1.89999997615814","1.48000001907348","3.36999988555908"
"1851","Summit Academy Opportunities Industrialization Center","Minneapolis","MN","44.983569","-93.292776","NULL","NULL","NULL","NULL","WWW.SAOIC.ORG","NULL","NULL","NULL",2260500,"NULL","NULL","NULL","NULL","61.6599998474121","21.8199996948242","8.21000003814697","5.44999980926513"
"1852","United Theological Seminary of the Twin Cities","New Brighton","MN","45.058244","-93.226","NULL","NULL","NULL","NULL","www.unitedseminary.edu","NULL","NULL","NULL",238600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1853","Vermilion Community College","Ely","MN","47.905184","-91.837777","NULL","NULL","NULL","NULL","www.vcc.edu/","NULL","5278","6447",235000,"NULL","NULL","NULL","NULL","84.7799987792968","10.6499996185302","1.20000004768371","2.44000005722045"
"1854","Dunwoody College of Technology","Minneapolis","MN","44.97281","-93.290608","NULL","NULL","NULL","NULL","www.dunwoody.edu","0.674","20428","20428",464100,"NULL","NULL","NULL","NULL","84.5699996948242","6.57000017166137","4.07000017166137","3.40000009536743"
"1855","Ridgewater College","Willmar","MN","45.138313","-95.07305","NULL","NULL","NULL","NULL","www.ridgewater.edu","NULL","5370","5370",525200,"NULL","NULL","NULL","NULL","95.3899993896484","0.68999999761581","0.55000001192092","3.80999994277954"
"1856","Minnesota State College Southeast","Winona","MN","44.024554","-91.618318","NULL","NULL","NULL","NULL","www.southeastmn.edu","NULL","5590","5590",239300,"NULL","NULL","NULL","NULL","95.3899993896484","1.14999997615814","1.46000003814697","1.51999998092651"
"1857","Winona State University","Winona","MN","44.046159","-91.643723","23","23","22","NULL","www.winona.edu","0.5975","9075","14772",239400,"1049","455","475","NULL","93.5100021362304","1.79999995231628","2.10999989509582","2.31999993324279"
"1858","Mitchell Hamline School of Law","Saint Paul","MN","44.94202","-93.138224","NULL","NULL","NULL","NULL","www.mitchellhamline.edu","NULL","NULL","NULL",239100,"NULL","NULL","NULL","NULL","84.8199996948242","6.82000017166137","3.63000011444091","4.40999984741211"
"1859","Century College","White Bear Lake","MN","45.041823","-92.982105","NULL","NULL","NULL","NULL","https://www.century.edu","NULL","5360","5360",1054600,"NULL","NULL","NULL","NULL","85.4499969482422","4.67999982833862","5.53000020980835","3.42000007629394"
"1860","Alcorn State University","Alcorn State","MS","31.877216","-91.142854","19","19","18","NULL","www.alcorn.edu","0.7844","6546","6546",239600,"892","460","455","NULL","40.2099990844726","57.1800003051757","0.77999997138977","2.14000010490417"
"1861","Belhaven University","Jackson","MS","32.318415","-90.169228","NULL","NULL","NULL","NULL","www.belhaven.edu","0.4256","23016","23016",239700,"NULL","NULL","NULL","NULL","61.4599990844726","33.2900009155273","1.64999997615814","5.17999982833862"
"1862","Blue Mountain College","Blue Mountain","MS","34.67209","-89.02924","21","21","21","NULL","www.bmc.edu","0.9686","11212","11212",239800,"972","540","510","NULL","78.2799987792968","19.7099990844726","0.34000000357627","1.67999994754791"
"1863","Chris Beauty College","Gulfport","MS","30.382294","-89.077391","NULL","NULL","NULL","NULL","www.chrisbeautycollege.edu","NULL","NULL","NULL",2074900,"NULL","NULL","NULL","NULL","74.75","21.0400009155273","1.5900000333786","2.15000009536743"
"1864","Coahoma Community College","Clarksdale","MS","34.254417","-90.568469","NULL","NULL","NULL","NULL","www.coahomacc.edu/","NULL","2603","2603",240100,"NULL","NULL","NULL","NULL","28.8199996948242","69.5400009155273","0.46000000834465","1.11000001430511"
"1865","Antonelli College-Jackson","Jackson","MS","32.328918","-90.12297","NULL","NULL","NULL","NULL","www.antonellicollege.edu","NULL","15980","15980",1289101,"NULL","NULL","NULL","NULL","62.3800010681152","35.2900009155273","0.72000002861022","1.25"
"1866","Copiah-Lincoln Community College","Wesson","MS","31.69272","-90.400234","NULL","NULL","NULL","NULL","www.colin.edu","NULL","2730","4730",240200,"NULL","NULL","NULL","NULL","54.3199996948242","44.3600006103515","0.27000001072883","1.02999997138977"
"1867","Delta Beauty College","Greenville","MS","33.398819","-91.036701","NULL","NULL","NULL","NULL","deltabeautyschool.com","NULL","NULL","NULL",2249900,"NULL","NULL","NULL","NULL","33.5299987792968","64.8300018310547","0.46000000834465","1.21000003814697"
"1868","Delta State University","Cleveland","MS","33.744745","-90.735365","22","23","21","NULL","www.deltastate.edu","0.8941","6418","6418",240300,"1028","515","480","NULL","45.1599998474121","52.7799987792968","0.63999998569488","1.60000002384185"
"1869","East Central Community College","Decatur","MS","32.441164","-89.113706","NULL","NULL","NULL","NULL","www.eccc.edu","NULL","2290","4390",240400,"NULL","NULL","NULL","NULL","59.2799987792968","34.3199996948242","0.2199999988079","1.89999997615814"
"1870","East Mississippi Community College","Scooba","MS","32.830246","-88.483516","NULL","NULL","NULL","NULL","www.eastms.edu/","NULL","2840","5240",240500,"NULL","NULL","NULL","NULL","53.6899986267089","44.1899986267089","0.73000001907348","1.12000000476837"
"1871","Fosters Cosmetology College","Ripley","MS","34.755677","-88.942133","NULL","NULL","NULL","NULL","www.fosters.edu","NULL","NULL","NULL",2251700,"NULL","NULL","NULL","NULL","74.3600006103515","23.9300003051757","0.31000000238418","1.36000001430511"
"1872","Academy of Hair Design-Grenada","Grenada","MS","33.775198","-89.825313","NULL","NULL","NULL","NULL","www.academyofhair.com/grenada-campus","NULL","NULL","NULL",2244305,"NULL","NULL","NULL","NULL","42.1199989318847","56.2200012207031","0.52999997138977","0.95999997854232"
"1873","Hinds Community College","Raymond","MS","32.256109","-90.416118","NULL","NULL","NULL","NULL","www.hindscc.edu","NULL","2840","5640",240700,"NULL","NULL","NULL","NULL","48.2000007629394","49.9000015258789","0.57999998331069","1.41999995708465"
"1874","Holmes Community College","Goodman","MS","32.969985","-89.915803","NULL","NULL","NULL","NULL","www.holmescc.edu","NULL","2740","5320",240800,"NULL","NULL","NULL","NULL","49.5900001525879","48.7700004577636","0.51999998092651","1.24000000953674"
"1875","Itawamba Community College","Fulton","MS","34.276519","-88.412073","NULL","NULL","NULL","NULL","www.iccms.edu","NULL","2620","4820",240900,"NULL","NULL","NULL","NULL","71.5100021362304","26.8199996948242","0.34999999403953","1.40999996662139"
"1876","Jackson State University","Jackson","MS","32.296105","-90.207405","19","19","18","NULL","www.jsums.edu","0.6332","7261","17614",241000,"911","475","465","NULL","38.9099998474121","57.9199981689453","0.87000000476837","2.72000002861022"
